TimeGenerated [UTC],AlertId,AlertName,AlertDescription,AlertVerdict,AlertStatus,AlertOriginalStatus,Dvc,DvcDescription,DvcIpAddr,DvcId,DvcIdType,DvcOs,DvcOsVersion,User,ProcessName,ProcessId,ProcessCommandLine,FileName,EventUid,EventType,EventCount,EventSeverity,EventOriginalSeverity,EventMessage,EventOriginalType,EventSubType,EventOriginalSubType,EventStartTime [UTC],EventEndTime [UTC],EventProduct,EventVendor,EventResult,EventSchema,EventSchemaVersion,IpAddr,,Username,UsernameType,Rule,RuleNumber,RuleName,RuleDescription,DvcHostname,Hostname,ThreatOriginalCategory,AttackTactics,AttackTechniques,Type,AdditionalFields
"7/22/2026, 2:03:00.631 AM",2528804439448425308,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2528804439448425308,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/22/2026, 2:03:00.631 AM","7/22/2026, 2:03:00.631 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"7/23/2026, 12:02:13.961 PM",2529830813554164272,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 11 Pro,OP-xxx@test.com,BraveUpdate.exe,15344,BraveUpdate.exe,BraveUpdate.exe,2529830813554164272,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/23/2026, 12:02:13.961 PM","7/23/2026, 12:02:13.961 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"7/23/2026, 12:07:54.871 PM",2529833673314552711,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 11 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2529833673314552711,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/23/2026, 12:07:54.871 PM","7/23/2026, 12:07:54.871 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,AR0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",EGYxxxxY01,EGYxxxxY01,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/23/2026, 4:07:46.909 AM",2529592014610157700,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2529592014610157700,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/23/2026, 4:07:46.909 AM","7/23/2026, 4:07:46.909 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,AR0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",EGYxxxxY01,EGYxxxxY01,,,,SentinelOneAlerts_CL,{}
"7/24/2026, 11:01:58.019 AM",2530525256553635914,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2530525256553635914,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/24/2026, 11:01:58.019 AM","7/24/2026, 11:01:58.019 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,AR0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",EGYxxxxY01,EGYxxxxY01,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/25/2026, 12:02:56.519 PM",2531280722026094336,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2531280722026094336,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/25/2026, 12:02:56.519 PM","7/25/2026, 12:02:56.519 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/25/2026, 7:43:40.145 PM",2531512613555899537,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 11 Pro,OP-xxx@test.com,BraveUpdate.exe,15344,BraveUpdate.exe,BraveUpdate.exe,2531512613555899537,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/25/2026, 7:43:40.145 PM","7/25/2026, 7:43:40.145 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"7/25/2026, 8:09:05.592 PM",2531525409941698671,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 11 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2531525409941698671,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/25/2026, 8:09:05.592 PM","7/25/2026, 8:09:05.592 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,Windows Event logs cleared,,Windows Event logs cleared,This rule triggers when a windows event log is cleared,DESxxxxSKT,DESxxxxSKT,WindowsEventLogCleared,Defense Impairment,"Clear Windows Event Logs (T1685.005), Disable or Modify Windows Event Log (T1685.001)",SentinelOneAlerts_CL,{}
"7/26/2026, 1:01:06.793 PM",2532034776325090036,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2532034776325090036,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/26/2026, 1:01:06.793 PM","7/26/2026, 1:01:06.793 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,File Signed by Connectwise Detected (ScreenConnect),,File Signed by Connectwise Detected (ScreenConnect),,JE8xxxx82U,JE8xxxx82U,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 1:03:49.783 PM",2515366301739772381,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2515366301739772381,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/3/2026, 1:03:49.783 PM","7/3/2026, 1:03:49.783 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:12:18.034 PM",2515642356380501671,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,1552,BraveUpdate.exe,BraveUpdate.exe,2515642356380501671,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/3/2026, 10:12:18.034 PM","7/3/2026, 10:12:18.034 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:12:18.034 PM",2515642356397278890,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,14740,BraveUpdate.exe,BraveUpdate.exe,2515642356397278890,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",FILECREATION,Threat,malicious,"7/3/2026, 10:12:18.034 PM","7/3/2026, 10:12:18.034 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:12:18.034 PM",2515642356397278891,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,17264,BraveUpdate.exe,BraveUpdate.exe,2515642356397278891,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/3/2026, 10:12:18.034 PM","7/3/2026, 10:12:18.034 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:12:18.035 PM",2515642356397278892,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,7736,BraveUpdate.exe,BraveUpdate.exe,2515642356397278892,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",FILECREATION,Threat,malicious,"7/3/2026, 10:12:18.035 PM","7/3/2026, 10:12:18.035 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:18:17.194 PM",2515645369014923087,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,16100,BraveUpdate.exe,BraveUpdate.exe,2515645369014923087,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/3/2026, 10:18:17.194 PM","7/3/2026, 10:18:17.194 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:18:17.195 PM",2515645369023311696,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,15996,BraveUpdate.exe,BraveUpdate.exe,2515645369023311696,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",FILEDELETION,Threat,malicious,"7/3/2026, 10:18:17.195 PM","7/3/2026, 10:18:17.195 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 10:18:17.195 PM",2515645369023311698,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,2404,BraveUpdate.exe,BraveUpdate.exe,2515645369023311698,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/3/2026, 10:18:17.195 PM","7/3/2026, 10:18:17.195 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 12:07:07.535 PM",2515337761613756126,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2515337761613756126,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/3/2026, 12:07:07.535 PM","7/3/2026, 12:07:07.535 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,THOxxx@test.com,UPN,File Signed by Connectwise Detected (ScreenConnect),,File Signed by Connectwise Detected (ScreenConnect),,DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/3/2026, 7:27:51.117 AM",2515197198602124238,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,BraveUpdate.exe,16636,BraveUpdate.exe,BraveUpdate.exe,2515197198602124238,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/3/2026, 7:27:51.117 AM","7/3/2026, 7:27:51.117 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,OP-xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",DESxxxxSKT,DESxxxxSKT,,,,SentinelOneAlerts_CL,{}
"7/4/2026, 12:07:22.104 PM",2516062659564324869,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2516062659564324869,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/4/2026, 12:07:22.104 PM","7/4/2026, 12:07:22.104 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/4/2026, 2:01:36.928 PM",2516120161982919948,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2516120161982919948,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/4/2026, 2:01:36.928 PM","7/4/2026, 2:01:36.928 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/5/2026, 2:02:51.404 PM",2516845562471496629,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2516845562471496629,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/5/2026, 2:02:51.404 PM","7/5/2026, 2:02:51.404 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/6/2026, 2:01:14.099 PM",2517569521952836626,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,14740,BraveUpdate.exe,BraveUpdate.exe,2517569521952836626,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",PROCESSCREATION,Threat,malicious,"7/6/2026, 2:01:14.099 PM","7/6/2026, 2:01:14.099 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/6/2026, 2:15:20.328 PM",2517576620627919123,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,BraveUpdate.exe,16636,BraveUpdate.exe,BraveUpdate.exe,2517576620627919123,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/6/2026, 2:15:20.328 PM","7/6/2026, 2:15:20.328 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/7/2026, 12:08:17.070 PM",2518237447839855514,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2518237447839855514,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/7/2026, 12:08:17.070 PM","7/7/2026, 12:08:17.070 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/7/2026, 2:18:18.992 PM",2518302895108881505,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,WAHxxxxHPA,desktop,,b2b78xxxxb2b78,Other,windows,Windows 11 Enterprise,JC0xxx@test.com,BraveUpdate.exe,14740,BraveUpdate.exe,BraveUpdate.exe,2518302895108881505,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/7/2026, 2:18:18.992 PM","7/7/2026, 2:18:18.992 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/7/2026, 3:14:05.708 PM",2518330969390342344,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DVAxxxxA01,laptop,,81dd1xxxx81dd1,Other,windows,Windows 11 Enterprise,OUPxxx@test.com,BraveUpdate.exe,16636,BraveUpdate.exe,BraveUpdate.exe,2518330969390342344,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/7/2026, 3:14:05.708 PM","7/7/2026, 3:14:05.708 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,ProcessStartedFromLnk,"Execution, Stealth",Masquerade File Type (T1036.008),SentinelOneAlerts_CL,{}
"7/8/2026, 1:07:35.232 PM",2518992071579844120,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,c57a2xxxxc57a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,8992,BraveUpdate.exe,BraveUpdate.exe,2518992071579844120,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/8/2026, 1:07:35.232 PM","7/8/2026, 1:07:35.232 PM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,AddVehHandler,,,SentinelOneAlerts_CL,{}
"7/8/2026, 11:02:19.708 AM",2518929026813371132,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",Unknown,Active,unresolved,DESxxxxSKT,desktop,,819a2xxxx819a2,Other,windows,Windows 10 Pro,OP-xxx@test.com,BraveUpdate.exe,11132,BraveUpdate.exe,BraveUpdate.exe,2518929026813371132,Alert,1,Medium,Medium,"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",SCHEDTASKTRIGGER,Threat,malicious,"7/8/2026, 11:02:19.708 AM","7/8/2026, 11:02:19.708 AM",Singularity,SentinelOne,Success,AlertEvent,0.1,,,JC0xxx@test.com,UPN,Detect Unapproved Browser (Opera and Brave),,Detect Unapproved Browser (Opera and Brave),"Mitigate and Delete unapproved Internet browsers (Opera, Brave) to be executed",WAHxxxxHPA,WAHxxxxHPA,,,,SentinelOneAlerts_CL,{}
