TimeGenerated,system_token_s,threat_detail_s,account_id_g,severity_name_s,event_id_g,threat_name_s,threat_uuid_g,threat_vector_s,device_time_t,device_id_g,device_model_s,device_jailbroken_b,zdevice_id_g,detection_app_instance_id_g,detection_app_version_s,device_os_s,device_os_version_s,device_owner_id_g,device_owner_email_s,device_owner_first_name_s,device_owner_last_name_s,device_ip_s,device_mac_s,gateway_ip_s,gateway_mac_s,base_station_s,attacker_ip_s,attacker_mac_s,attacker_bssid_s,attacker_ssid_s,network_s,network_bssid_s,network_interface_s,stagefright_vulnerability_report_s,jailbreak_reasons_s,process_s,sideloaded_app_developer_s,sideloaded_app_name_s,sideloaded_app_package_s,event_s,file_name_s,file_hash_g,file_path_s,suspected_url_s,malware_list_s,package_name_s,malware_family_s,installer_source_s,action_triggered_s,profile_name_s,profile_type_s,profile_identifier_s,subnet_mask_s,network_encryption_s,external_ip_s,certificate_s
2020-02-10T20:20:31.369Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=c02e5678-2814-44f7-9eb9-ec7eb292001f,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,c02e5678-2814-44f7-9eb9-ec7eb292001f,MALICIOUS_WEBSITE,567ee466-1ca8-40b7-ada0-79a067e54822,Device,2020-02-10T20:20:30.91Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,http://www.scbusinc.com/yahoo/d,,,,,,,,,,,,
2020-02-10T20:20:30.941Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=8a36952b-3f33-4b4d-b820-9fcebeee3ef1,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,8a36952b-3f33-4b4d-b820-9fcebeee3ef1,SELINUX_DISABLED,6bbcce67-a5a7-4361-b7db-79f5f803e00f,Device,2020-02-10T20:20:30.775Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""mcc"":310,""pci"":97,""ci"":16494338,""tac"":31892,""type"":""LTE""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:32.767Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=bcc71dea-68d3-453f-af7a-fbc145175e7d,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,bcc71dea-68d3-453f-af7a-fbc145175e7d,ANDROID_NOT_UPDATED,6c075e41-a47b-438e-9756-5cea64a371e8,Device,2020-02-10T20:20:32.202Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:20:31.767Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=92e260a7-634a-4d43-8f85-f25f491cd816,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,92e260a7-634a-4d43-8f85-f25f491cd816,STAGEFRIGHT_VULNERABLE,66f83378-106c-4ec2-a41b-357befe246cd,Device,2020-02-10T20:20:31.388Z,d67e1274-f853-4264-998e-900482aec6e8,,false,63c21f29-4ac5-42bb-969c-7ec644d36206,5ef948f0-9cc1-4b06-a192-346e3135bd82,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.317,92:62:f8:d6:48:8a,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,"{""CVE-2015-3828"":false,""CVE-2015-3827"":true,""CVE-2015-3829"":true,""CVE-2015-6575-2"":true,""CVE-2015-6602"":true,""CVE-2015-1538"":true,""CVE-2015-6575-3"":true,""CVE-2015-3876"":false,""CVE-2015-6575-1"":true,""CVE-2015-3824"":true,""CVE-2015-3864"":true}",,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:25.754Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=c88ec89e-67c7-4309-aa67-6d60c65128f5,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,c88ec89e-67c7-4309-aa67-6d60c65128f5,BLUEBORNE_VULNERABLE,ee1fc946-813c-4c13-9a42-f4e04881c5e5,Device,2020-02-10T20:14:25.222Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:25.769Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=1cac94dd-ccde-4462-bde9-93a2a140bc43,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,1cac94dd-ccde-4462-bde9-93a2a140bc43,CAPTIVE_PORTAL,1046eae1-70fa-4353-a88f-c85e8de39abc,Network,2020-02-10T20:14:25.343Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:25.785Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=09b0ecfb-ffce-473a-a7bb-7dbf8afb2d9e,ec1200dc-009d-406c-903c-1e2f16fda553,NORMAL,09b0ecfb-ffce-473a-a7bb-7dbf8afb2d9e,DAEMON_ANOMALY,e72b710f-c309-4a5f-9f9b-a19f37db25fe,Device,2020-02-10T20:14:25.591Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:26.088Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=16cf211c-e3a6-446a-82d9-997d1eb0980e,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,16cf211c-e3a6-446a-82d9-997d1eb0980e,DANGERZONE_NEARBY,4a9ab6e8-a82c-479e-b92d-b123ab9b81e6,Network,2020-02-10T20:14:25.888Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,254.128.0.0,00:00:00:00:00:00,"{""mnc"":260,""mcc"":310,""pci"":97,""ci"":16494338,""tac"":31892,""type"":""LTE""}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,rmnet_data7,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:26.363Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=c463f22f-92b1-4ef8-a6be-61d61b2d6e75,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,c463f22f-92b1-4ef8-a6be-61d61b2d6e75,DNS_CHANGE,765b34c1-0aae-491a-99f0-db79a991e557,Network,2020-02-10T20:14:26.049Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":251,""type"":""WCDMA"",""cid"":124989446,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:22:09.57Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=820a7a81-9a23-4f95-8fe7-473810b62e0c,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,820a7a81-9a23-4f95-8fe7-473810b62e0c,VULNERABLE_NON_UPGRADEABLE_IOS_VERSION,ca2431dd-cdb8-4194-9cc2-b2e44e2e5cce,Network,2020-02-10T20:22:09.346Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,00:c0:ca:8f:d6:31,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:26.936Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=f028f32b-1d95-42ba-b210-5dbed7c168af,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,f028f32b-1d95-42ba-b210-5dbed7c168af,GATEWAY_CHANGE,a8c73ba7-8726-4dd1-888e-f7dd20539a7d,Network,2020-02-10T20:14:26.593Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.7,00:00:00:00:00:00,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:27.228Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=83f68e40-75eb-4b09-9e52-485a7462ae42,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,83f68e40-75eb-4b09-9e52-485a7462ae42,INTERNAL_NETWORK_ACCESS,f7e1e640-d277-416c-bcd0-1cbc73a3784f,Network,2020-02-10T20:14:26.793Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:27.848Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=f736c554-92c6-47b4-862b-8acc0ec45d51,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,f736c554-92c6-47b4-862b-8acc0ec45d51,IP_SCAN,2cd4c7b8-8d82-40e5-a697-d812c82e8c4d,Network,2020-02-10T20:14:26.965Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":251,""type"":""WCDMA"",""cid"":124989446,""mcc"":310,""lac"":45991}",192.168.0.100,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:28.072Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=ee490a8e-88b1-4624-841c-d590831aebf7,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,ee490a8e-88b1-4624-841c-d590831aebf7,PROXY_CHANGE,87b8192f-9523-4125-921d-cf0c0af31769,Network,2020-02-10T20:14:27.341Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:22:09.316Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=e64e3955-5e94-4b0c-a752-6e5632bdcb3b,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,e64e3955-5e94-4b0c-a752-6e5632bdcb3b,SSL_STRIP,c24d3045-b0ec-420f-8f3d-c6d2210e7766,Network,2020-02-10T20:22:09.174Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,00:c0:ca:aa:bb:cc,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:42.892Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=88e14aa8-acad-463f-8dbe-bbf7dd8f0a4d,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,88e14aa8-acad-463f-8dbe-bbf7dd8f0a4d,TLS_DOWNGRADE,5877ea6d-0e1c-4ab1-8b26-1f7309f63db0,Network,2020-02-10T20:16:42.222Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":410,""psc"":137,""type"":""WCDMA"",""cid"":106061950,""mcc"":310,""lac"":52664}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:14:27.932Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=1d79a7a1-be66-4d08-9789-1ed73df0a04d,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,1d79a7a1-be66-4d08-9789-1ed73df0a04d,VULNERABLE_NON_UPGRADEABLE_ANDROID_VERSION,7c314b0d-5523-4622-8b3b-e3c0d88da478,Network,2020-02-10T20:14:27.143Z,06c87721-1aa7-485c-9271-0fc5d430bdc8,,false,f0596ed1-185e-4af9-ad0d-636178e1220c,bb4397eb-edd3-4626-aa27-25d2a8917acc,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.335,9e:7e:2d:d0:03:b2,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:50.876Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=7e73e716-d1bf-4376-8be7-1a4e3fc0f392,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,7e73e716-d1bf-4376-8be7-1a4e3fc0f392,MALICIOUS_WEBSITE,d629fccc-fb3a-4085-9dec-2e77e1022c81,Device,2020-02-10T20:18:50.691Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,http://www.scbusinc.com/yahoo/d,,,,,,,,,,,,
2020-02-10T20:22:09.284Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=5a3c2219-4de1-41b9-b15b-ad66b15a0800,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,5a3c2219-4de1-41b9-b15b-ad66b15a0800,TCP_SCAN,e27446ca-51e1-4d8d-832a-3ea3e61e9426,Network,2020-02-10T20:22:08.877Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,6c:19:8f:f4:42:b2,,192.168.0.102,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:22:11.361Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=18bdf026-a9b0-40d6-ad5c-614ae0882b8b,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,18bdf026-a9b0-40d6-ad5c-614ae0882b8b,TLS_DOWNGRADE,c2fff3f0-fcaf-4b66-9378-76bccbd75312,Network,2020-02-10T20:22:10.898Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":410,""psc"":137,""type"":""WCDMA"",""cid"":106061950,""mcc"":310,""lac"":52664}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:43.017Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=32e93289-9382-4e41-9c72-4d31ee116f3a,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,32e93289-9382-4e41-9c72-4d31ee116f3a,TCP_SCAN,2b4d4f93-d703-4b6f-ab0a-19324ffd8c13,Network,2020-02-10T20:16:42.581Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",192.168.0.100,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:51.467Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=381f9db8-62e3-40fe-baeb-0ae8ace4066a,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,381f9db8-62e3-40fe-baeb-0ae8ace4066a,STAGEFRIGHT_VULNERABLE,9bc977b3-654e-4ddd-937f-5f2821f63852,Device,2020-02-10T20:18:51.178Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,"{""CVE-2015-3828"":false,""CVE-2015-3827"":true,""CVE-2015-3829"":true,""CVE-2015-6575-2"":true,""CVE-2015-6602"":true,""CVE-2015-1538"":true,""CVE-2015-6575-3"":true,""CVE-2015-3876"":false,""CVE-2015-6575-1"":true,""CVE-2015-3824"":true,""CVE-2015-3864"":true}",,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:22:10.715Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=3284746e-4672-493b-ae7f-3426d190b150,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,3284746e-4672-493b-ae7f-3426d190b150,ROGUE_ACCESS_POINT_NEARBY,f64b2a02-50da-44e7-a0de-18133c23c7aa,Network,2020-02-10T20:22:10.218Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,00:00:00:00:00:00,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",,,00:c0:ca:8f:d6:31,85GLG85IXZHP,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:22:09.345Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=d71a6536-ce61-4dfe-8df4-8f139a3a37b2,ec1200dc-009d-406c-903c-1e2f16fda553,ELEVATED,d71a6536-ce61-4dfe-8df4-8f139a3a37b2,TLS_DOWNGRADE,3cd4d1ff-9522-4c26-a5ae-8b2bf3b0d956,Network,2020-02-10T20:22:09.017Z,6c6af6e7-2bcf-4b50-8a8a-f892bd60052c,,false,0c7ff7c8-afe8-486f-93af-4e92f1dc56ce,e636d22e-a7b8-4512-a66c-8d4050a23681,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.271,3c:4c:83:4f:df:3e,192.168.0.1,6c:19:8f:f4:42:b2,,,,,,AUTOMATION,e8:fc:af:f6:a5:8d,en0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:43.135Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=2fd71e95-d4aa-418f-9f64-d3de0234174e,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,2fd71e95-d4aa-418f-9f64-d3de0234174e,UDP_SCAN,cfe6ea74-dee8-42e7-a269-8fcd598b0018,Network,2020-02-10T20:16:42.835Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",192.168.0.100,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:16:43.558Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=117d9802-7508-4490-9c1f-dcf8787fc29f,ec1200dc-009d-406c-903c-1e2f16fda553,CRITICAL,117d9802-7508-4490-9c1f-dcf8787fc29f,UNKNOWN_SOURCES_ON,81d50782-0a90-496b-81ec-52aa008d8557,Device,2020-02-10T20:16:43.076Z,6686dfd8-c1b1-4845-a940-9b32d4bd08f3,,false,051163e2-f1c7-4d46-950e-c4481335366d,d4e3465f-5127-4607-8717-96687ce57067,4.10.0,android,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.253,46:b8:ac:9e:50:59,192.168.0.1,6c:19:8f:f4:42:b2,{},,,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10T20:18:51.827Z,zipsemm5,https://feature5-console.zdevzoo.com/event/details?id=5698efa2-5c5d-4001-b31f-f4a7b2121d9f,ec1200dc-009d-406c-903c-1e2f16fda553,LOW,5698efa2-5c5d-4001-b31f-f4a7b2121d9f,UDP_SCAN,549d4e65-7ee8-4fed-9886-1cf171cbcb6d,Network,2020-02-10T20:18:51.547Z,21f322e8-0fd6-4328-96d2-f36063a8b455,,false,2ffd2688-d418-457d-898d-34b6186bcd31,27495d77-c8e3-4e85-9606-8b4e8f90525d,4.10.0,ios,,76ecd7ad-e86e-48b1-86eb-807c29ceda97,zipsemm5-gdpr-user@zimperium.com,anonymous,user,192.168.1.206,12:77:8c:92:fa:c0,192.168.0.1,6c:19:8f:f4:42:b2,"{""mnc"":260,""psc"":510,""type"":""WCDMA"",""cid"":124989444,""mcc"":310,""lac"":45991}",192.168.0.100,00:c0:ca:8f:d6:31,,,AUTOMATION,e8:fc:af:f6:a5:8d,wlan0,,,,,,,,,,,,,,,,,,,,,,,
